Total_Queries,Total_Time_sec,Total_Inference_Time_sec,Avg_Inference_Time_sec,Avg_QPS,Avg_CPU_Usage_%,Avg_Memory_Usage_%,Avg_GPU_Usage_%,Peak_CPU_Usage_%,Peak_Memory_Usage_%,Peak_GPU_Usage_%,Error_Count,Recall@1,Recall@5,Recall@10,Mean_Average_Precision_mAP,Timestamp
1000,94.2917,3.0802,0.0031,10.61,10.30,23.10,0.00,50.00,22.20,0.00,0,0.0010,0.0050,0.0100,0.0075,11:05:08
